full_name,short_name
山东方兴投资有限公司										,山东方兴投资有限公司
上海邦联投资创业有限公司										,邦联投资
东莞市顺风资产管理有限公司										,东莞市顺风资产管理有限公司
深圳市和生聚力投资顾问企业（有限合伙）										,和生聚力
建银国际资本管理（天津）有限公司										,建银国际资本（天津）
Koolanoo集团有限公司										,Koolanoo
浙商创投股份有限公司										,浙商创投
Bpifrance										,Bpifrance
宁波奥凯投资合伙企业（有限合伙）										,宁波奥凯投资合伙企业（有限合伙）
黑石集团										,黑石投资
江苏恒安投资担保有限公司										,江苏恒安投资担保
海益得投资咨询（上海）有限公司										,海益得资本
深圳市泰骏资产管理有限公司										,泰骏资产
河北卓正股权投资基金管理有限责任公司										,卓正投资
上海线性投资管理有限公司										,线性资本
怡和创业投资集团										,怡和创投
上海石基投资有限公司										,石基投资
时代创新投资管理有限公司										,时代创投
CMT ChinaValue Capital Partners Limited										,CMT
上海东方证券创新投资有限公司										,东方创投
凯雷投资集团										,凯雷投资集团
深圳中金瑞欧基金管理有限公司										,深圳中金瑞欧基金管理有限公司
苏州国发创业投资控股有限公司										,国发创投
乌鲁木齐TCL股权投资管理有限公司										,乌鲁木齐TCL股权投资管理有限公司
上海保银投资有限公司										,保银资本
通用（北京）投资基金管理有限公司										,北京通用投资
GMO Venture Partners Investment Limited Partnershi										,GMO
东方高圣投资顾问有限公司										,东方高圣
Rana Capital Partners										,Rana Capital Partners
华闻传媒投资集团股份有限公司										,华闻传媒
黑龙江省PPP融资支持基金										,黑龙江PPP融资基金
上海盛世金牛创业投资管理有限公司										,盛世金牛
贵阳大数据创新创业孵化投资										,贵阳大数据创新创业孵化投资
上海赛捷投资合伙企业										,赛捷投资
帝沃森投资公司										,帝沃森投资
"Asuka DBJ Partners Co., Ltd.										",Asuka DBJ Partners
雄牛资本有限公司										,雄牛资本
广州安赐投资管理有限公司										,广州安赐投资
重庆市南川区创业种子投资基金										,南川区创业种子基金
上海六禾创业投资有限公司										,六禾创投
联想控股股份有限公司										,联想控股
北京中北通达资产管理有限公司										,北京中北通达资产管理有限公司
巨能资本管理有限公司										,巨能资本
晶凯资本										,晶凯资本
杭州长江创业投资有限公司										,杭州长江创投
湖南飞鸿投资有限公司										,飞鸿投资
Liveoak Venture Partners										,Liveoak Venture Partners
青岛半岛投资咨询有限公司										,半岛投资
Sierra Ventures										,Sierra
Tembusu Partners										,Tembusu Partners
云月投资										,云月
博宁资本										,博宁资本
岩石资产管理有限公司										,岩石资产
Kite Ventures										,Kite Ventures
Oak Investment Partners										,Oak Investment Partners
EMTEK Group										,EMTEK Group
张家港市金茂创业投资有限公司										,张家港金茂创投
棕泉资本										,棕泉资本
中信产业投资基金管理有限公司										,中信产业基金
黎曼投资控股有限公司										,黎曼投资
Sherpalo Ventures										,Sherpalo Ventures
北京联办投资管理有限公司										,联办投资
北京绵石投资集团股份有限公司										,绵石投资
传媒梦工场										,传媒梦工场
上海华策投资有限公司										,华策投资
广东省粤科风险投资集团有限公司										,广东风险投资
Spectrum Equity										,Spectrum Equity
赛富亚洲基金SAIF										,赛富基金
济南市能源投资有限责任公司										,济南市能源投资有限责任公司
中国保险投资										,中国保险投资
Mumbai Angels										,Mumbai Angels
惠理集团有限公司										,惠理基金
邦信资产管理有限公司										,邦信资产
首建汇金（北京）投资管理有限公司										,首建汇金（北京）投资管理有限公司
浙江新干线传媒投资有限公司										,新干线传媒投资
跨境通宝电子商务股份有限公司										,跨境通
乐澳（中国）投资管理有限公司										,乐澳投资
德诺资本投资有限公司										,德诺资本
广东比邻股权投资基金管理有限公司										,比邻股权投资
SierraVentures										,西瑞雅
杭州通汇创业投资有限公司										,通汇创投
江苏津通创业投资有限公司										,津通创投
CMEACapital										,CMEACapital
北京海富创业投资有限公司										,海富创投
广州战国基金管理有限公司										,广州战国基金管理有限公司
河山资本										,河山资本
浙江浙商资本管理有限公司										,浙商资本
Ecofin Limited										,Ecofin
宁波梅花天使投资管理有限公司										,梅花天使创投
共享基金										,共享基金
广州爱财投资管理有限公司										,爱财投资
邦易资本										,邦易资本
思创厚德控股集团有限公司										,思创厚德
武汉昆仑投资有限公司										,昆仑投资
深圳宝润世纪基金管理有限公司										,宝润世纪
上海汉韬股权投资管理有限公司										,汉韬股权投资
Breakout Ventures										,Breakout Ventures
浙江俊泽股权投资管理有限公司										,浙江俊泽股权投资管理有限公司
招商昆仑股权投资管理有限公司										,招商昆仑
中信国润股权投资基金管理南通有限公司										,中信国润
北极星创投合伙人										,北极星创投
志道隆创业投资有限责任公司										,志道隆
PermiraAdvisersLLP										,Permira
河南华夏海纳创业投资集团										,华夏海纳
北京神农投资管理股份有限公司										,神农投资
上海欧擎资产管理集团有限公司										,欧擎资产
北京鼎晟天平投资有限公司										,鼎晟天平
深圳广汇投资管理有限公司										,广汇投资
Quest Venture Partners										,Quest Venture Partners
李明资本有限公司										,李明资本
WR Hambrecht + Co										,WR Hambrecht + Co
上海复旦量子创业投资管理有限公司										,复旦量子
海泰创新资本（中国）管理有限公司										,海泰创新资本
GeminiAsiaGrowthInc.										,GeminiAsia
长石资本										,长石资本
宏流投资										,宏流投资
凯泰创业投资管理公司										,凯泰创投
澳大利亚蓝迪国际投资控股公司										,蓝迪国际
